Orientation,Parent,Fluor,PWM,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,fluorescence_change
top,gen_35,GFP,NanR,5.206364980772125e-16,"[26, 33]",2866,164,1.0,1.0,3.950712250115318e-15,True,gain,0.0
bottom,gen_35,RFP,CytR,1.1312173675922156e-09,"[92, 115]",2862,168,1.0,1.2942583732057416,4.9696515313106934e-09,True,gain,0.2942583732057415
bottom,gen_35,RFP,Dan,8.498270730858683e-29,"[89, 100]",2979,51,1.0,3.965967101531481,1.2966716308697279e-27,True,gain,2.965967101531481
bottom,gen_35,RFP,Lrp,2.0592604785484484e-11,"[92, 105]",783,2247,1.0,1.0,1.0903323205448688e-10,True,loss,0.0
bottom,gen_35,RFP,NarL,5.695894477119255e-05,"[7, 24]",577,2453,1.0,1.0,0.00010510369652837741,True,loss,0.0
bottom,gen_35,RFP,PutA,9.497740320444048e-06,"[107, 113]",2909,121,1.0,1.0,2.1772687422794998e-05,True,gain,0.0
top,gen_35,RFP,CsgD,1.4060914157814368e-07,"[16, 30]",661,2369,1.0,1.0,4.6186197198931917e-07,True,loss,0.0
top,gen_35,RFP,CsgD,2.5774169926185137e-05,"[104, 118]",405,2625,1.0,1.0,5.143958808052983e-05,True,loss,0.0
top,gen_35,RFP,Dan,1.195831467198747e-05,"[0, 11]",342,2688,1.0,1.0,2.668057943325506e-05,True,loss,0.0
top,gen_35,RFP,Fis,7.274895476422594e-97,"[16, 33]",2883,147,1.0,3.9684210526315793,6.072398047672742e-95,True,gain,2.9684210526315797
top,gen_35,RFP,GalR,7.95444023037037e-05,"[31, 49]",741,2289,1.0,1.0,0.00014021553648317463,True,loss,0.0
top,gen_35,RFP,Lrp,4.189245105191121e-06,"[108, 121]",475,2555,1.0,1.0,1.0392550357108743e-05,True,loss,0.0
top,gen_35,RFP,MraZ,0.0006549707962302,"[11, 19]",286,2744,1.0,1.0,0.0007889673682942731,True,loss,0.0
top,gen_35,RFP,NanR,8.88481233727616e-73,"[26, 33]",2866,164,1.0,3.964047939179141,5.730703957543123e-71,True,gain,2.964047939179141
top,gen_35,RFP,NsrR,1.1578791722731017e-05,"[104, 119]",2999,31,1.0,3.806451612903226,2.5915308287942133e-05,True,gain,2.806451612903226
top,gen_35,RFP,RhaS,1.4885522731223684e-16,"[9, 29]",2960,70,1.0,3.93842938106728,1.1605800415168358e-15,True,gain,2.93842938106728
top,gen_35,RFP,Rob,0.0008898042586917,"[95, 118]",3000,30,1.0,3.071428571428571,0.001000500985010715,True,gain,2.071428571428571
top,gen_35,RFP,SoxR,2.7332226855086984e-05,"[90, 110]",2928,102,1.0,1.1999999999999995,5.439611487709458e-05,True,gain,0.1999999999999995
bottom,gen_35,GFP,Dan,4.963594045566973e-05,"[89, 100]",2979,51,1.0,1.0,9.292005211951893e-05,True,gain,0.0
bottom,gen_35,GFP,MarA,0.0001698362292062,"[3, 26]",810,2220,1.0,1.0,0.00026223896544461133,True,loss,0.0
bottom,gen_35,GFP,NarL,0.0001203104940654,"[7, 24]",577,2453,1.0,1.0,0.00019668270861613203,True,loss,0.0
top,gen_67,GFP,AcrR,0.0003993378921433,"[0, 14]",7866,184,1.0,1.0,0.0005412229884922088,True,gain,0.0
top,gen_67,GFP,FNR,1.409157519293822e-05,"[8, 22]",1968,6082,1.0,1.0,3.061982919560652e-05,True,loss,0.0
bottom,gen_67,RFP,GadX,0.0012002632906045,"[66, 88]",1507,6543,1.0,1.0,0.0012421254739578894,True,loss,0.0
bottom,gen_67,RFP,IclR,5.122925628889568e-06,"[79, 95]",1849,6201,1.0,1.0,1.2511930236478997e-05,True,loss,0.0
top,gen_67,RFP,AcrR,9.475036754404215e-15,"[0, 14]",7866,184,1.0,1.0,6.558574221707113e-14,True,gain,0.0
top,gen_67,RFP,FNR,0.0008756376341681,"[8, 22]",1968,6082,1.0,1.0,0.0009884883077840366,True,loss,0.0
bottom,gen_67,GFP,CsgD,3.4842980498900854e-06,"[58, 72]",7598,452,1.0,1.0,8.781916399278919e-06,True,gain,0.0
bottom,gen_67,GFP,Dan,0.0013629286769031,"[89, 100]",1445,6605,1.0,1.0,0.0013735765571914055,True,loss,0.0
bottom,gen_67,GFP,IclR,0.0012083241870137,"[40, 56]",8034,16,1.0,1.0,0.0012460843178578782,True,gain,0.0
bottom,gen_67,GFP,TorR,0.0002686720450859,"[51, 64]",7904,146,1.0,1.0,0.0003906205245664878,True,gain,0.0
bottom,gen_83,RFP,NanR,0.0010338507507093,"[88, 95]",1289,16,1.0,1.0,0.0011136177310466825,True,gain,0.0
top,gen_57,GFP,CsgD,6.95935974609159e-06,"[36, 50]",3171,24,1.0,1.0125698324022347,1.6569348120308666e-05,True,gain,0.0125698324022347
top,gen_57,GFP,CytR,0.0010762777929634,"[82, 105]",3179,16,1.0,1.0089285714285714,0.0011474106670782524,True,gain,0.0089285714285713
top,gen_57,GFP,GalS,2.0756143881934977e-06,"[75, 94]",628,2567,1.0,1.0,5.535657911817481e-06,True,loss,0.0
top,gen_57,RFP,Nac,0.0011615797298212,"[9, 26]",1011,2184,1.0,1.0,0.0012119717916296198,True,loss,0.0
bottom,gen_57,GFP,CytR,0.0009338691416562,"[53, 76]",2805,390,1.0,1.0,0.0010395048074213016,True,gain,0.0
top,gen_148,GFP,MalT,9.529822925858436e-05,"[12, 21]",3433,44,1.0,1.0,0.00016253387898789806,True,gain,0.0
top,gen_148,GFP,NarP,0.0011630289524863,"[0, 16]",3094,383,1.0,1.0,0.0012125922730184127,True,gain,0.0
top,gen_148,GFP,PutA,5.251274908867736e-05,"[71, 77]",3415,62,1.0,1.0,9.778948944466296e-05,True,gain,0.0
bottom,gen_148,RFP,CsgD,6.145875866629445e-06,"[76, 90]",3463,14,1.0,2.497881355932204,1.473141529518105e-05,True,gain,1.4978813559322035
bottom,gen_148,RFP,Dan,0.0004607757121271,"[26, 37]",582,2895,1.0,1.0,0.0006009565583716497,True,loss,0.0
bottom,gen_148,RFP,Dan,0.0002058006737739,"[41, 52]",3412,65,1.0,1.375,0.0003116661217557781,True,gain,0.375
bottom,gen_148,RFP,Fis,0.0007567381310152,"[111, 128]",225,3252,1.0,1.0,0.0008896531962805042,True,loss,0.0
bottom,gen_148,RFP,GadX,2.2256194567074856e-05,"[113, 135]",3459,18,1.0,2.8872842550193734,4.518103017264552e-05,True,gain,1.8872842550193731
bottom,gen_148,RFP,Lrp,2.496595837719006e-07,"[42, 55]",3441,36,1.0,1.675,7.837764366644402e-07,True,gain,0.675
bottom,gen_148,RFP,MraZ,0.0002962277693146,"[70, 78]",278,3199,1.0,1.0,0.00042459313601759337,True,loss,0.0
bottom,gen_148,RFP,MraZ,3.589997072908599e-10,"[111, 119]",224,3253,1.0,1.0,1.6593504385854403e-09,True,loss,0.0
bottom,gen_148,RFP,Nac,6.608037699776318e-07,"[24, 41]",3461,16,1.0,2.750322580645161,1.9254220730970418e-06,True,gain,1.750322580645161
bottom,gen_148,RFP,RcdA,1.8673054435400208e-06,"[34, 48]",3402,75,1.0,1.2465753424657535,5.027905928621042e-06,True,gain,0.2465753424657535
bottom,gen_148,RFP,SoxR,0.0012724737169284,"[17, 37]",3439,38,1.0,1.3349078341013825,0.0012990217297276256,True,gain,0.3349078341013825
top,gen_148,RFP,AcrR,1.0001939812106131e-05,"[81, 95]",3445,32,1.0,2.3125,2.270840414940576e-05,True,gain,1.3125
top,gen_148,RFP,CsgD,0.0006315193242927,"[63, 77]",3434,43,1.0,1.1636363636363636,0.0007678885357080902,True,gain,0.1636363636363635
top,gen_148,RFP,Fis,1.5966964780008467e-10,"[12, 29]",3351,126,1.0,1.2618866489159375,7.62866095044849e-10,True,gain,0.2618866489159375
top,gen_148,RFP,Lrp,5.6150702167345455e-11,"[22, 35]",3448,29,1.0,2.3680000000000003,2.8558367876510104e-10,True,gain,1.3680000000000003
top,gen_148,RFP,Lrp,8.177715889662083e-10,"[25, 38]",3424,53,1.0,1.7261146496815285,3.6263058898220298e-09,True,gain,0.7261146496815285
top,gen_148,RFP,MalT,8.333187850055212e-18,"[12, 21]",3433,44,1.0,3.930732610420524,7.210239975139235e-17,True,gain,2.930732610420524
top,gen_148,RFP,Nac,3.733498278262708e-71,"[0, 17]",981,2496,1.375,1.0,2.119133622741913e-69,True,loss,0.375
top,gen_148,RFP,Nac,0.0001225664424123,"[86, 103]",3455,22,1.0,1.9375,0.0001994965070600711,True,gain,0.9375
top,gen_148,RFP,NanR,5.230212706940675e-05,"[18, 25]",369,3108,1.0,1.0,9.752525402298052e-05,True,loss,0.0
top,gen_148,RFP,NarL,9.239484694469092e-07,"[1, 18]",3266,211,1.0,1.1999999999999995,2.6013549169546905e-06,True,gain,0.1999999999999995
top,gen_148,RFP,NarP,2.57549176778276e-148,"[0, 16]",3094,383,1.0,3.1724137931034484,5.220889740691053e-146,True,gain,2.1724137931034484
top,gen_148,RFP,PutA,0.000779778027784,"[30, 36]",3451,26,1.0,1.0,0.0009099547873564934,True,gain,0.0
top,gen_148,RFP,SoxR,2.461397773381248e-06,"[0, 20]",3467,10,1.0,3.3346774193548385,6.396929378073243e-06,True,gain,2.3346774193548385
bottom,gen_148,GFP,AcrR,1.5334549484518148e-05,"[41, 55]",3414,63,1.0,1.0,3.277067126284827e-05,True,gain,0.0
bottom,gen_148,GFP,GadX,4.383955073041433e-05,"[32, 54]",3440,37,1.0,1.0,8.327754014251396e-05,True,gain,0.0
bottom,gen_148,GFP,RcdA,9.117260205168776e-05,"[34, 48]",3402,75,1.0,1.0,0.00015700718727104968,True,gain,0.0
bottom,gen_122,RFP,NarL,1.48013767440718e-18,"[121, 138]",1039,14,1.0,2.5166666666666666,1.3638411428466159e-17,True,gain,1.5166666666666666
bottom,gen_65,GFP,MraZ,1.166666115298622e-07,"[50, 58]",663,10,1.0,1.0185185185185184,3.8589725352185194e-07,True,gain,0.0185185185185183
top,gen_55,RFP,Lrp,0.0011468012028354,"[90, 103]",460,1469,1.0,1.0,0.0012036323275321247,True,loss,0.0
bottom,gen_55,GFP,TorR,1.1127520254276863e-06,"[3, 16]",1916,13,1.0,1.017441860465116,3.0839748517224352e-06,True,gain,0.017441860465116
top,gen_118,GFP,CsgD,0.0004769304714035,"[10, 24]",230,1296,1.0,1.0,0.000619180547961177,True,loss,0.0
top,gen_118,GFP,RhaS,0.0003527293562683,"[34, 54]",386,1140,1.0,1.0,0.0004883150795558221,True,loss,0.0
bottom,gen_118,RFP,TorR,4.200292192349719e-06,"[2, 15]",510,1016,1.0,1.0,1.0401770717180193e-05,True,loss,0.0
bottom,gen_118,GFP,Dan,0.0012013323160458,"[68, 79]",1508,18,1.0,1.0,0.0012421254739578894,True,gain,0.0
bottom,gen_118,GFP,MalT,1.650089958368557e-05,"[56, 65]",1504,22,1.0,1.0,3.4843417424478905e-05,True,gain,0.0
bottom,gen_118,GFP,MraZ,0.0002972972153117,"[58, 66]",1493,33,1.0,1.0,0.000425696012641072,True,gain,0.0
bottom,gen_118,GFP,TorR,7.645842574913967e-05,"[2, 15]",510,1016,1.0,1.0,0.00013544882164547966,True,loss,0.0
bottom,gen_121,RFP,IclR,1.456348048783122e-07,"[106, 122]",967,17,1.0,3.835164835164835,4.728965403256865e-07,True,gain,2.835164835164835
bottom,gen_121,RFP,IHF,2.0792851775889484e-06,"[30, 44]",969,15,1.0,3.9361702127659575,5.535657911817481e-06,True,gain,2.936170212765957
bottom,gen_121,RFP,MraZ,1.2306787378613116e-05,"[73, 81]",94,890,1.0,1.0,2.711697405318635e-05,True,loss,0.0
bottom,gen_121,RFP,NarL,0.0007547855904751,"[87, 104]",933,51,1.0,1.1224489795918366,0.0008880934932704535,True,gain,0.1224489795918366
bottom,gen_121,RFP,PutA,0.0002326304452348,"[81, 87]",959,25,1.0,2.125,0.0003459946170939091,True,gain,1.125
top,gen_121,RFP,CytR,0.0005097312733421,"[38, 61]",960,24,1.0,2.590909090909091,0.0006545779881198551,True,gain,1.5909090909090908
top,gen_121,RFP,DnaA,0.0005510279201725,"[48, 58]",197,787,1.0,1.0,0.0006914803928592212,True,loss,0.0
top,gen_121,RFP,FNR,1.1844611353817628e-06,"[3, 17]",927,57,1.0,1.8823529411764703,3.263592914770333e-06,True,gain,0.8823529411764703
top,gen_121,RFP,GlpR,1.2758155862106488e-10,"[38, 60]",970,14,1.0,3.9582554014833926,6.264298674162321e-10,True,gain,2.9582554014833926
top,gen_121,RFP,Lrp,9.810211946236372e-06,"[83, 96]",968,16,1.0,3.9339941972920696,2.2344607948169198e-05,True,gain,2.9339941972920696
top,gen_121,RFP,NsrR,1.2758155862106488e-10,"[37, 52]",970,14,1.0,3.9582554014833926,6.264298674162321e-10,True,gain,2.9582554014833926
top,gen_121,RFP,PutA,8.588398503685863e-05,"[45, 51]",962,22,1.0,3.276392961876833,0.00014934972397953727,True,gain,2.276392961876833
bottom,gen_120,RFP,CsgD,7.659213918472707e-05,"[124, 138]",305,1238,1.0,1.0,0.0001355165155899348,True,loss,0.0
bottom,gen_120,RFP,FhlA,0.000239667422682,"[26, 43]",1506,37,1.0,1.0,0.00035462781312383524,True,gain,0.0
bottom,gen_120,RFP,OxyR,9.922407232433094e-05,"[96, 116]",216,1327,1.0,1.0,0.0001684198069715617,True,loss,0.0
top,gen_120,RFP,CpxR,0.0010930860132314,"[26, 46]",284,1259,1.0,1.0,0.0011604325779027034,True,loss,0.0
top,gen_120,RFP,GadX,1.346038203461734e-08,"[37, 59]",1491,52,1.0,1.0,5.232954001951234e-08,True,gain,0.0
top,gen_120,RFP,IHF,1.5585805392607072e-32,"[45, 59]",1517,26,1.0,3.7204255319148936,2.7995263103935995e-31,True,gain,2.7204255319148936
top,gen_120,RFP,PhoP,0.0001116641544546,"[22, 40]",250,1293,1.0,1.0,0.00018467533236722308,True,loss,0.0
top,gen_120,RFP,PutA,8.0037150313465e-22,"[47, 53]",1495,48,1.0,1.9864864864864864,8.736362791908219e-21,True,gain,0.9864864864864864
top,gen_1,GFP,CpxR,1.7414340365611285e-05,"[6, 26]",2409,275,1.0,1.0,3.644682740236344e-05,True,gain,0.0
top,gen_1,GFP,Fis,0.001142599482579,"[2, 19]",556,2128,1.0,1.0,0.0012001100412876394,True,loss,0.0
top,gen_1,GFP,SoxR,6.654086858659166e-15,"[8, 28]",2455,229,1.0,1.0,4.721074626218678e-14,True,gain,0.0
bottom,gen_1,RFP,CsgD,1.0087871972585142e-05,"[90, 104]",695,1989,1.0,1.0,2.286691745862351e-05,True,loss,0.0
bottom,gen_1,RFP,FhlA,6.379407447124774e-09,"[48, 65]",2674,10,1.0,3.982293335190473,2.564413361889534e-08,True,gain,2.982293335190473
bottom,gen_1,RFP,GadX,0.0001417101483379,"[81, 103]",625,2059,1.0,1.0,0.00022502575488644964,True,loss,0.0
bottom,gen_1,RFP,QseB,3.5762457549201774e-17,"[87, 103]",2623,61,1.0,3.571428571428571,2.899824414989561e-16,True,gain,2.571428571428571
bottom,gen_1,RFP,SlyA,0.0007515162805389,"[41, 56]",2660,24,1.0,1.2039170506912442,0.0008857156163494178,True,gain,0.2039170506912442
top,gen_1,RFP,ArgP,1.3869092014733025e-12,"[4, 23]",2599,85,1.0,1.12,8.234410698287097e-12,True,gain,0.1200000000000001
top,gen_1,RFP,CpxR,1.7608597512878484e-25,"[6, 26]",2409,275,1.0,1.075,2.3351962496051e-24,True,gain,0.0749999999999999
top,gen_1,RFP,Fis,2.881172681940192e-05,"[2, 19]",556,2128,1.0,1.0,5.702069784760297e-05,True,loss,0.0
top,gen_1,RFP,FNR,0.0011604424723667,"[9, 23]",800,1884,1.0,1.0,0.001211676135605848,True,loss,0.0
top,gen_1,RFP,GalR,0.0005328831788876,"[50, 68]",2611,73,1.0,1.0,0.0006745416867453206,True,gain,0.0
top,gen_1,RFP,Lrp,1.4627193914778929e-12,"[7, 20]",2596,88,1.0,1.3296703296703294,8.648328402113041e-12,True,gain,0.3296703296703294
top,gen_1,RFP,Nac,7.472276695215134e-12,"[12, 29]",2594,90,1.0,1.2928994082840233,4.141859621293076e-11,True,gain,0.2928994082840233
top,gen_1,RFP,SoxR,1.1441502076552203e-64,"[8, 28]",2455,229,1.0,3.924050632911392,4.775144543125758e-63,True,gain,2.924050632911392
bottom,gen_1,GFP,CsgD,0.0012857109885074,"[90, 104]",695,1989,1.0,1.0,0.0013078307474494628,True,loss,0.0
top,gen_109,GFP,Lrp,0.0006902907568026,"[57, 70]",2706,22,1.0,1.0,0.0008259043709130602,True,gain,0.0
bottom,gen_109,GFP,IclR,9.513343555442786e-09,"[8, 24]",2715,13,1.0,1.5806451612903225,3.72912555391528e-08,True,gain,0.5806451612903225
bottom,gen_109,GFP,RelB,1.0044622913092015e-06,"[102, 117]",2383,345,1.0,1.0,2.8057716365507026e-06,True,gain,0.0
top,gen_110,GFP,ArgP,0.0013098480472086,"[19, 38]",3150,263,1.0,1.0,0.0013266769300421153,True,gain,0.0
top,gen_110,GFP,Dan,1.5659480700510312e-10,"[117, 128]",3361,52,1.0,1.0,7.507028079062207e-10,True,gain,0.0
top,gen_110,GFP,IHF,0.00085634806508,"[48, 62]",3387,26,1.0,1.0,0.000972126323478816,True,gain,0.0
top,gen_110,GFP,IscR,4.520988463038777e-06,"[100, 127]",3393,20,1.0,1.0,1.1157013267916564e-05,True,gain,0.0
top,gen_110,GFP,Lrp,0.0007011201504143,"[44, 57]",3292,121,1.0,1.0,0.0008355202820626715,True,gain,0.0
bottom,gen_110,GFP,GadX,0.0001952264531317,"[0, 22]",3383,30,1.0,1.0,0.00029723855900631147,True,gain,0.0
bottom,gen_110,GFP,RcdA,7.323390441481225e-07,"[2, 16]",3391,22,1.0,1.0,2.1121729748906216e-06,True,gain,0.0
top,gen_78,GFP,ArgP,0.0001177430810131,"[46, 65]",1370,3913,1.0,1.0,0.00019293005999721584,True,loss,0.0
top,gen_78,GFP,Fur,0.0007965109178044,"[46, 68]",1714,3569,1.0,1.0,0.0009265390550739905,True,loss,0.0
top,gen_78,RFP,NarL,0.0003695138070662,"[51, 68]",5272,11,1.0,1.0,0.0005075896342951962,True,gain,0.0
bottom,gen_78,GFP,TorR,0.0002983046779012,"[60, 73]",578,4705,1.0,1.0,0.00042627828594340663,True,loss,0.0
top,gen_86,GFP,CytR,0.0002092499440342,"[47, 70]",834,2395,1.0,1.0,0.0003165518876167695,True,loss,0.0
top,gen_160,RFP,PutA,4.3358377434524964e-12,"[2, 8]",2742,48,1.0,1.0,2.461021503183637e-11,True,gain,0.0
top,gen_91,GFP,ArcA,0.0005509364159158,"[14, 31]",4853,17,1.0,1.0,0.0006914803928592212,True,gain,0.0
top,gen_91,GFP,ArgP,0.0007086064164238,"[6, 25]",4561,309,1.0,1.0,0.0008414330584982196,True,gain,0.0
top,gen_91,GFP,Fis,3.372381112999083e-05,"[4, 21]",4476,394,1.0,1.0,6.519630516819752e-05,True,gain,0.0
top,gen_91,GFP,Fis,4.772420395491946e-05,"[7, 24]",1474,3396,1.0,1.0,8.969621908878241e-05,True,loss,0.0
top,gen_91,GFP,GadW,0.0001210597052963,"[6, 27]",4542,328,1.0,1.0,0.00019745255381086173,True,gain,0.0
top,gen_91,GFP,GntR,0.0004416609240427,"[5, 27]",4568,302,1.0,1.0,0.0005800354471374821,True,gain,0.0
top,gen_91,GFP,Lrp,0.0001008414800564,"[76, 89]",4838,32,1.0,1.0,0.00017055311108466224,True,gain,0.0
top,gen_91,GFP,MalT,0.0009807811145186,"[1, 10]",4678,192,1.0,1.0,0.001073036547033071,True,gain,0.0
top,gen_91,GFP,RelB,0.000141770982994,"[42, 57]",4817,53,1.0,1.0,0.00022502575488644964,True,gain,0.0
bottom,gen_91,RFP,ArgP,0.0003180289529749,"[82, 101]",4520,350,1.0,1.0,0.00044948514369659673,True,gain,0.0
bottom,gen_91,RFP,FNR,1.8003994522673097e-06,"[86, 100]",1588,3282,1.0,1.0,4.866222519556785e-06,True,loss,0.0
bottom,gen_91,RFP,Lrp,0.0007149662246564,"[96, 109]",882,3988,1.0,1.0,0.0008482751444710965,True,loss,0.0
bottom,gen_91,RFP,Nac,0.0002501144432887,"[82, 99]",1702,3168,1.0,1.0,0.0003670241934091678,True,loss,0.0
bottom,gen_91,RFP,NarP,0.0004232875656544,"[76, 92]",4644,226,1.0,1.0,0.0005645160297590166,True,gain,0.0
top,gen_91,RFP,Fis,0.0001104308889443,"[7, 24]",1474,3396,1.0,1.0,0.00018327652796720667,True,loss,0.0
top,gen_91,RFP,GadW,0.0011320662232625,"[6, 27]",4542,328,1.0,1.0,0.0011940638663002145,True,gain,0.0
bottom,gen_91,GFP,ArgP,0.0009601945684868,"[82, 101]",4520,350,1.0,1.0,0.00105635064998056,True,gain,0.0
bottom,gen_91,GFP,CRP,0.000530556887314,"[82, 102]",4854,16,1.0,1.0,0.0006738231157067702,True,gain,0.0
bottom,gen_91,GFP,FNR,6.097913377588006e-08,"[86, 100]",1588,3282,1.0,1.0,2.1156330275788216e-07,True,loss,0.0
bottom,gen_91,GFP,GadX,0.0008228440088138,"[69, 91]",1599,3271,1.0,1.0,0.000946971328878169,True,loss,0.0
bottom,gen_91,GFP,Lrp,6.826471109211768e-05,"[96, 109]",882,3988,1.0,1.0,0.00012246223140292665,True,loss,0.0
bottom,gen_91,GFP,Nac,1.5894566468399025e-07,"[82, 99]",1702,3168,1.0,1.0,5.13767421837317e-07,True,loss,0.0
bottom,gen_91,GFP,NarP,0.0002712963987899,"[36, 52]",4851,19,1.0,1.0,0.0003933739941372067,True,gain,0.0
bottom,gen_91,GFP,OxyR,0.0008450878759651,"[85, 105]",791,4079,1.0,1.0,0.0009624235120340906,True,loss,0.0
bottom,gen_133,RFP,CsgD,2.667436668099553e-05,"[37, 51]",1031,44,1.0,1.0,5.316141337125373e-05,True,gain,0.0
bottom,gen_133,RFP,Lrp,3.9022371472505223e-13,"[41, 54]",1046,29,1.0,3.925925925925926,2.376512666072314e-12,True,gain,2.925925925925926
bottom,gen_133,RFP,NanR,6.191661183587635e-05,"[87, 94]",1044,31,1.0,1.0410958904109588,0.00011207252555601625,True,gain,0.0410958904109588
top,gen_133,RFP,Lrp,3.000292399032252e-13,"[58, 71]",1048,27,1.0,3.9361702127659575,1.8545236197577733e-12,True,gain,2.936170212765957
top,gen_219,GFP,ArgP,2.471614810114555e-07,"[17, 36]",1722,38,1.0,1.0,7.793825367894564e-07,True,gain,0.0
top,gen_219,GFP,CpxR,0.0004981575351763,"[12, 32]",1721,39,1.0,1.0,0.0006420395480610079,True,gain,0.0
top,gen_219,GFP,Lrp,3.419280344425579e-10,"[13, 26]",1723,37,1.0,1.0,1.5856074538365674e-09,True,gain,0.0
top,gen_219,GFP,MraZ,0.0004805861723425,"[21, 29]",319,1441,1.0,1.0,0.0006227870123780891,True,loss,0.0
top,gen_219,GFP,PutA,1.5715271816170453e-07,"[25, 31]",1727,33,1.0,1.0,5.091317513047003e-07,True,gain,0.0
bottom,gen_219,RFP,ArcA,9.737457972883232e-05,"[100, 117]",316,1444,1.0,1.0,0.00016582074840103538,True,loss,0.0
bottom,gen_219,RFP,ArcA,3.4368614758305385e-05,"[101, 118]",529,1231,1.0,1.0,6.626231568211325e-05,True,loss,0.0
bottom,gen_219,RFP,ArgP,0.000922318396297,"[95, 114]",285,1475,1.0,1.0,0.0010297166045204116,True,loss,0.0
bottom,gen_219,RFP,CRP,1.383732229790522e-40,"[86, 106]",1698,62,1.0,3.853703703703704,3.5062786322727695e-39,True,gain,2.853703703703704
bottom,gen_219,RFP,NarL,0.0003423238738359,"[95, 112]",1718,42,1.0,1.0,0.00047670027180877545,True,gain,0.0
bottom,gen_219,RFP,NarL,4.481193958700687e-25,"[96, 113]",1724,36,1.0,3.914376096396629,5.887790951292847e-24,True,gain,2.914376096396629
bottom,gen_219,RFP,NarP,1.01026157546082e-07,"[96, 112]",1696,64,1.0,3.4197784879394124,3.365167078823717e-07,True,gain,2.4197784879394124
bottom,gen_219,RFP,OmpR,1.583898804161432e-15,"[91, 113]",1714,46,1.0,3.791617647058824,1.1645349238886383e-14,True,gain,2.791617647058824
bottom,gen_219,RFP,PhoB,6.696046367363102e-05,"[65, 85]",466,1294,1.0,1.0,0.0001204269936031463,True,loss,0.0
bottom,gen_219,RFP,SoxR,3.1307779789356754e-05,"[72, 92]",326,1434,1.0,1.0,6.104797007782155e-05,True,loss,0.0
top,gen_219,RFP,ArgP,0.0002730676630791,"[11, 30]",1708,52,1.0,1.0,0.0003953908305196356,True,gain,0.0
top,gen_219,RFP,ArgP,5.635423650385971e-26,"[17, 36]",1722,38,1.0,3.919678531589088,7.763753553298732e-25,True,gain,2.919678531589088
top,gen_219,RFP,CpxR,1.3227850967065923e-14,"[12, 32]",1721,39,1.0,3.874074074074074,9.067787691916206e-14,True,gain,2.874074074074074
top,gen_219,RFP,CRP,2.039301642440813e-15,"[23, 43]",1735,25,1.0,3.620967741935484,1.4764127707262825e-14,True,gain,2.620967741935484
top,gen_219,RFP,Dan,6.0143427689866375e-05,"[37, 48]",238,1522,1.0,1.0,0.00010983722508612663,True,loss,0.0
top,gen_219,RFP,IHF,0.0008659871513771,"[9, 23]",431,1329,1.0,1.0,0.0009807148984869152,True,loss,0.0
top,gen_219,RFP,Lrp,1.477732948559652e-05,"[8, 21]",419,1341,1.0,1.0,3.181946971177763e-05,True,loss,0.0
top,gen_219,RFP,Lrp,3.0543003060280543e-24,"[13, 26]",1723,37,1.0,3.918304431599229,3.704318063464794e-23,True,gain,2.918304431599229
top,gen_219,RFP,Lrp,2.393963689204482e-06,"[15, 28]",1671,89,1.0,1.0,6.265079847444974e-06,True,gain,0.0
top,gen_219,RFP,MarA,3.663498790333427e-07,"[8, 31]",1582,178,1.0,1.0632832080200505,1.1131701891826838e-06,True,gain,0.0632832080200505
top,gen_219,RFP,MraZ,6.479707797354935e-06,"[21, 29]",319,1441,1.0,1.0,1.54793019603479e-05,True,loss,0.0
top,gen_219,RFP,NarL,0.0011065287048614,"[29, 46]",1738,22,1.0,2.1625,0.001170018056779677,True,gain,1.1625
top,gen_219,RFP,OxyR,0.0005148082479505,"[5, 25]",87,1673,1.0,1.0,0.0006581197331907743,True,loss,0.0
top,gen_219,RFP,OxyR,4.5829951206911294e-09,"[29, 49]",1748,12,1.0,3.345022624434389,1.8741412323517902e-08,True,gain,2.345022624434389
top,gen_219,RFP,PhoB,4.663498377156299e-08,"[11, 31]",1667,93,1.0,1.375,1.666877631532692e-07,True,gain,0.375
top,gen_219,RFP,PutA,4.6110864874647614e-24,"[25, 31]",1727,33,1.0,3.918304431599229,5.45260977142708e-23,True,gain,2.918304431599229
bottom,gen_219,GFP,CRP,7.020155104666963e-09,"[86, 106]",1698,62,1.0,1.0,2.7982022734613542e-08,True,gain,0.0
bottom,gen_219,GFP,NarL,2.818974990757209e-09,"[96, 113]",1724,36,1.0,1.0,1.1869808640606764e-08,True,gain,0.0
bottom,gen_219,GFP,NarP,1.32186898236742e-05,"[96, 112]",1696,64,1.0,1.0,2.8946482808323595e-05,True,gain,0.0
bottom,gen_219,GFP,OmpR,0.0009062933924531,"[91, 113]",1714,46,1.0,1.0,0.0010142194983367105,True,gain,0.0
bottom,gen_33,RFP,CsgD,0.000968506930329,"[17, 31]",267,3009,1.0,1.0,0.0010620644004148772,True,loss,0.0
top,gen_33,RFP,FlhDC,2.0982925327806715e-05,"[23, 42]",3258,18,1.0,1.741176470588235,4.277984344850248e-05,True,gain,0.7411764705882351
top,gen_33,RFP,Lrp,4.215507185880854e-06,"[78, 91]",705,2571,1.0,1.0,1.0421262537918e-05,True,loss,0.0
top,gen_33,RFP,Nac,2.752727743581249e-05,"[81, 98]",1002,2274,1.0,1.0,5.4707572382938264e-05,True,loss,0.0
